sensor_type,temperature,humidity,soilMoisture,lightIntensity,timestamp
oyster,28.6,90.4,18.0,62.0,2024-12-29 10:09:31.172
oyster,28.6,90.5,18.0,59.0,2024-12-29 10:09:36.377
oyster,28.6,90.8,18.0,60.0,2024-12-29 10:09:41.861
oyster,28.6,90.9,16.0,58.0,2024-12-29 10:09:47.020
oyster,28.6,91.2,19.0,62.0,2024-12-29 10:09:52.281
oyster,28.6,91.3,18.0,60.0,2024-12-29 10:09:57.395
oyster,28.6,91.5,18.0,59.0,2024-12-29 10:10:02.766
oyster,28.6,91.5,18.0,59.0,2024-12-29 10:10:07.916
oyster,28.6,91.6,18.0,60.0,2024-12-29 10:10:13.207
oyster,28.6,91.8,18.0,59.0,2024-12-29 10:10:18.923
oyster,28.6,91.9,18.0,60.0,2024-12-29 10:10:24.199
oyster,28.6,91.9,17.0,58.0,2024-12-29 10:10:30.642
oyster,28.6,92.0,18.0,60.0,2024-12-29 10:10:36.336
oyster,28.6,92.1,17.0,58.0,2024-12-29 10:10:42.075
oyster,28.5,92.2,18.0,59.0,2024-12-29 10:10:47.476
oyster,28.6,92.3,18.0,58.0,2024-12-29 10:10:52.859
oyster,28.6,92.5,17.0,57.0,2024-12-29 10:10:58.465
oyster,28.6,92.5,18.0,57.0,2024-12-29 10:11:03.885
oyster,28.6,92.4,17.0,58.0,2024-12-29 10:11:12.519
oyster,28.6,92.6,17.0,61.0,2024-12-29 10:11:17.762
oyster,28.6,92.7,18.0,60.0,2024-12-29 10:11:23.131
oyster,28.6,92.7,18.0,60.0,2024-12-29 10:11:28.322
oyster,28.6,92.9,18.0,60.0,2024-12-29 10:11:33.927
oyster,28.6,92.8,19.0,61.0,2024-12-29 10:11:39.370
oyster,28.6,92.9,17.0,59.0,2024-12-29 10:11:44.915
oyster,28.6,93.0,19.0,61.0,2024-12-29 10:11:50.617
oyster,28.6,93.1,18.0,60.0,2024-12-29 10:11:55.852
oyster,28.6,93.2,18.0,61.0,2024-12-29 10:12:01.150
oyster,28.6,93.3,17.0,59.0,2024-12-29 10:12:06.909
oyster,28.6,93.2,18.0,61.0,2024-12-29 10:12:12.034
oyster,28.6,93.1,18.0,59.0,2024-12-29 10:12:17.340
oyster,28.6,93.3,18.0,59.0,2024-12-29 10:12:22.646
oyster,28.6,93.3,18.0,58.0,2024-12-29 10:12:28.037
oyster,28.6,93.5,18.0,60.0,2024-12-29 10:12:36.305
oyster,28.6,93.3,18.0,59.0,2024-12-29 10:12:41.471
oyster,28.5,92.9,18.0,60.0,2024-12-29 10:12:46.916
oyster,28.5,92.4,17.0,57.0,2024-12-29 10:12:52.783
oyster,28.4,91.8,18.0,59.0,2024-12-29 10:12:58.575
oyster,28.4,91.6,19.0,61.0,2024-12-29 10:13:03.842
oyster,28.4,91.6,18.0,60.0,2024-12-29 10:13:09.237
oyster,28.4,92.0,19.0,61.0,2024-12-29 10:13:17.549
oyster,28.4,92.2,18.0,59.0,2024-12-29 10:13:22.979
oyster,28.3,92.3,17.0,58.0,2024-12-29 10:13:28.422
oyster,28.3,92.6,18.0,58.0,2024-12-29 10:13:34.018
oyster,28.3,92.8,18.0,58.0,2024-12-29 10:13:39.345
oyster,28.4,92.8,19.0,63.0,2024-12-29 10:13:44.659
oyster,28.4,92.9,18.0,61.0,2024-12-29 10:13:50.093
oyster,28.3,92.6,18.0,57.0,2024-12-29 10:13:55.398
oyster,28.3,92.3,18.0,59.0,2024-12-29 10:14:00.776
oyster,28.3,92.1,18.0,60.0,2024-12-29 10:14:06.026
oyster,28.3,92.2,17.0,59.0,2024-12-29 10:14:14.363
oyster,28.3,92.5,18.0,60.0,2024-12-29 10:14:19.667
oyster,28.3,92.6,18.0,58.0,2024-12-29 10:14:25.050
oyster,28.3,92.7,18.0,58.0,2024-12-29 10:14:30.194
oyster,28.3,92.8,17.0,58.0,2024-12-29 10:14:35.650
oyster,28.3,93.0,18.0,61.0,2024-12-29 10:14:41.339
oyster,28.3,93.1,18.0,61.0,2024-12-29 10:14:46.509
oyster,28.3,93.3,18.0,61.0,2024-12-29 10:14:51.885
oyster,28.4,93.2,19.0,62.0,2024-12-29 10:14:58.128
oyster,28.3,93.3,19.0,62.0,2024-12-29 10:15:03.646
oyster,28.3,93.4,19.0,61.0,2024-12-29 10:15:09.472
oyster,28.4,93.7,18.0,60.0,2024-12-29 10:15:14.985
oyster,28.3,93.5,18.0,60.0,2024-12-29 10:15:20.195
oyster,28.3,93.5,18.0,60.0,2024-12-29 10:15:25.787
oyster,28.4,93.6,18.0,61.0,2024-12-29 10:15:31.791
oyster,28.3,93.6,18.0,59.0,2024-12-29 10:15:37.095
oyster,28.4,93.6,18.0,61.0,2024-12-29 10:15:42.950
oyster,28.3,93.7,18.0,61.0,2024-12-29 10:15:48.119
oyster,28.4,93.7,18.0,61.0,2024-12-29 10:15:53.735
oyster,28.4,93.8,18.0,60.0,2024-12-29 10:16:00.069
oyster,28.4,93.8,19.0,62.0,2024-12-29 10:16:05.408
oyster,28.4,93.8,18.0,60.0,2024-12-29 10:16:11.007
oyster,28.4,93.8,18.0,61.0,2024-12-29 10:16:16.362
oyster,28.4,93.8,18.0,60.0,2024-12-29 10:16:21.869
oyster,28.4,93.9,17.0,59.0,2024-12-29 10:16:27.387
oyster,28.4,94.0,18.0,60.0,2024-12-29 10:16:32.536
oyster,28.3,94.0,17.0,58.0,2024-12-29 10:16:37.818
oyster,28.4,94.1,17.0,58.0,2024-12-29 10:16:44.416
oyster,28.4,94.1,18.0,59.0,2024-12-29 10:16:49.897
oyster,28.4,94.1,18.0,58.0,2024-12-29 10:16:55.173
oyster,28.4,94.1,18.0,60.0,2024-12-29 10:17:00.302
oyster,28.4,94.2,18.0,59.0,2024-12-29 10:17:05.785
oyster,28.4,94.3,17.0,57.0,2024-12-29 10:17:11.229
oyster,28.4,94.2,18.0,59.0,2024-12-29 10:17:16.682
oyster,28.4,94.3,18.0,58.0,2024-12-29 10:17:21.809
oyster,28.4,94.2,18.0,59.0,2024-12-29 10:17:27.177
oyster,28.4,94.2,18.0,59.0,2024-12-29 10:17:32.945
oyster,28.4,94.3,17.0,58.0,2024-12-29 10:17:38.377
oyster,28.4,94.2,18.0,59.0,2024-12-29 10:17:43.711
oyster,28.4,94.3,17.0,56.0,2024-12-29 10:17:48.841
oyster,28.4,94.4,18.0,62.0,2024-12-29 10:17:54.423
oyster,28.4,94.3,17.0,57.0,2024-12-29 10:17:59.852
oyster,28.5,94.5,18.0,60.0,2024-12-29 10:18:05.194
oyster,28.4,94.4,18.0,62.0,2024-12-29 10:18:10.597
oyster,28.5,94.5,18.0,60.0,2024-12-29 10:18:15.971
oyster,28.4,94.5,18.0,61.0,2024-12-29 10:18:21.991
oyster,28.4,94.5,18.0,61.0,2024-12-29 10:18:27.178
oyster,28.4,94.5,18.0,60.0,2024-12-29 10:18:33.232
oyster,28.4,94.4,18.0,62.0,2024-12-29 10:18:38.850
oyster,28.4,94.4,18.0,62.0,2024-12-29 10:18:44.231
oyster,28.4,94.5,19.0,61.0,2024-12-29 10:18:49.466
oyster,28.5,94.6,18.0,60.0,2024-12-29 10:18:55.168
oyster,28.5,94.6,18.0,60.0,2024-12-29 10:19:00.565
oyster,28.4,94.7,18.0,60.0,2024-12-29 10:19:05.839
oyster,28.4,94.5,17.0,60.0,2024-12-29 10:19:11.060
oyster,28.5,94.6,18.0,60.0,2024-12-29 10:19:16.242
oyster,28.4,94.7,18.0,60.0,2024-12-29 10:19:21.673
oyster,28.5,94.6,18.0,60.0,2024-12-29 10:19:27.106
oyster,28.5,94.6,19.0,60.0,2024-12-29 10:19:32.514
oyster,28.5,94.6,18.0,59.0,2024-12-29 10:19:38.876
oyster,28.4,94.7,18.0,61.0,2024-12-29 10:19:44.727
oyster,28.5,94.6,19.0,60.0,2024-12-29 10:19:50.141
oyster,28.4,94.5,19.0,62.0,2024-12-29 10:19:55.797
oyster,28.5,94.6,18.0,60.0,2024-12-29 10:20:01.236
oyster,28.5,94.6,18.0,61.0,2024-12-29 10:20:06.668
oyster,28.5,94.5,18.0,60.0,2024-12-29 10:20:11.817
oyster,28.5,94.7,18.0,62.0,2024-12-29 10:20:17.230
oyster,28.5,94.7,18.0,60.0,2024-12-29 10:20:22.361
oyster,28.4,94.7,18.0,60.0,2024-12-29 10:20:27.709
oyster,28.5,94.7,19.0,61.0,2024-12-29 10:20:33.487
oyster,28.4,94.7,18.0,61.0,2024-12-29 10:20:39.009
oyster,28.5,94.7,19.0,61.0,2024-12-29 10:20:44.154
oyster,28.4,94.6,19.0,62.0,2024-12-29 10:20:49.524
oyster,28.4,94.7,18.0,60.0,2024-12-29 10:20:55.321
oyster,28.4,94.7,18.0,61.0,2024-12-29 10:21:02.174
oyster,28.5,94.8,18.0,61.0,2024-12-29 10:21:08.056
oyster,28.5,94.8,18.0,60.0,2024-12-29 10:21:13.843
oyster,28.4,94.8,19.0,62.0,2024-12-29 10:21:19.084
oyster,28.5,94.8,18.0,61.0,2024-12-29 10:21:24.565
oyster,28.5,94.9,18.0,60.0,2024-12-29 10:21:30.018
oyster,28.4,94.8,18.0,62.0,2024-12-29 10:21:35.508
oyster,28.4,94.3,18.0,60.0,2024-12-29 10:21:41.034
oyster,28.3,93.9,19.0,61.0,2024-12-29 10:21:46.414
oyster,28.3,93.3,18.0,63.0,2024-12-29 10:21:51.923
oyster,28.2,92.7,18.0,59.0,2024-12-29 10:21:57.938
oyster,28.2,92.4,18.0,60.0,2024-12-29 10:22:03.660
oyster,28.2,92.3,17.0,58.0,2024-12-29 10:22:09.157
oyster,28.2,92.4,18.0,60.0,2024-12-29 10:22:14.472
oyster,28.2,92.1,18.0,59.0,2024-12-29 10:22:19.819
oyster,28.1,91.9,19.0,62.0,2024-12-29 10:22:25.075
oyster,28.1,92.0,18.0,60.0,2024-12-29 10:22:30.624
oyster,28.1,92.4,19.0,61.0,2024-12-29 10:22:35.963
oyster,28.1,92.7,18.0,60.0,2024-12-29 10:22:41.568
oyster,28.1,93.0,18.0,59.0,2024-12-29 10:22:46.748
oyster,28.1,93.2,19.0,62.0,2024-12-29 10:22:52.306
oyster,28.1,93.3,18.0,62.0,2024-12-29 10:22:58.593
oyster,28.1,93.5,19.0,62.0,2024-12-29 10:23:03.778
oyster,28.1,93.8,18.0,60.0,2024-12-29 10:23:09.513
oyster,28.1,93.8,18.0,60.0,2024-12-29 10:23:15.086
oyster,28.1,93.9,19.0,63.0,2024-12-29 10:23:20.790
oyster,28.1,94.0,19.0,62.0,2024-12-29 10:23:25.958
oyster,28.1,94.2,17.0,60.0,2024-12-29 10:23:31.172
oyster,28.2,94.1,18.0,61.0,2024-12-29 10:23:36.343
oyster,28.2,94.2,18.0,61.0,2024-12-29 10:23:41.784
oyster,28.1,94.2,18.0,60.0,2024-12-29 10:23:46.944
oyster,28.2,94.4,18.0,60.0,2024-12-29 10:23:52.112
oyster,28.2,94.4,19.0,61.0,2024-12-29 10:23:57.535
oyster,28.2,94.5,18.0,59.0,2024-12-29 10:24:03.409
oyster,28.2,94.5,17.0,59.0,2024-12-29 10:24:08.750
oyster,28.2,94.6,19.0,64.0,2024-12-29 10:24:14.268
oyster,28.2,94.6,18.0,62.0,2024-12-29 10:24:20.116
oyster,28.2,94.7,18.0,61.0,2024-12-29 10:24:25.646
oyster,28.2,94.8,18.0,61.0,2024-12-29 10:24:31.376
oyster,28.2,94.8,18.0,61.0,2024-12-29 10:24:39.318
oyster,28.2,94.6,19.0,63.0,2024-12-29 10:24:45.613
oyster,28.2,94.3,18.0,60.0,2024-12-29 10:24:50.995
oyster,28.2,94.2,17.0,60.0,2024-12-29 10:24:56.111
oyster,28.2,94.3,18.0,60.0,2024-12-29 10:25:01.653
oyster,28.2,94.4,17.0,60.0,2024-12-29 10:25:07.093
oyster,28.2,94.3,19.0,60.0,2024-12-29 10:25:12.477
oyster,28.2,94.4,18.0,62.0,2024-12-29 10:25:18.274
oyster,28.2,94.2,18.0,61.0,2024-12-29 10:25:23.896
oyster,28.2,94.2,18.0,62.0,2024-12-29 10:25:29.542
oyster,28.2,94.0,18.0,61.0,2024-12-29 10:25:34.820
oyster,28.2,94.1,18.0,60.0,2024-12-29 10:25:41.402
oyster,28.2,94.2,18.0,60.0,2024-12-29 10:25:46.909
oyster,28.2,94.3,19.0,60.0,2024-12-29 10:25:55.542
oyster,28.2,94.4,17.0,60.0,2024-12-29 10:26:00.709
oyster,28.2,94.3,18.0,60.0,2024-12-29 10:26:06.069
oyster,28.2,94.3,18.0,60.0,2024-12-29 10:26:11.476
oyster,28.2,94.6,18.0,62.0,2024-12-29 10:26:16.607
oyster,28.2,94.7,19.0,62.0,2024-12-29 10:26:21.997
oyster,28.2,94.7,18.0,62.0,2024-12-29 10:26:27.436
oyster,28.3,94.8,18.0,60.0,2024-12-29 10:26:32.719
oyster,28.2,94.8,19.0,63.0,2024-12-29 10:26:38.231
oyster,28.3,94.8,18.0,60.0,2024-12-29 10:26:43.388
oyster,28.3,94.9,18.0,61.0,2024-12-29 10:26:48.753
oyster,28.2,94.9,17.0,59.0,2024-12-29 10:26:54.385
oyster,28.3,94.9,18.0,61.0,2024-12-29 10:26:59.955
oyster,28.3,94.9,18.0,61.0,2024-12-29 10:27:05.447
oyster,28.3,95.1,18.0,60.0,2024-12-29 10:27:10.948
oyster,28.3,94.9,18.0,61.0,2024-12-29 10:27:16.297
oyster,28.3,94.9,17.0,59.0,2024-12-29 10:27:21.496
oyster,28.3,94.9,18.0,61.0,2024-12-29 10:27:26.868
oyster,28.2,94.7,18.0,61.0,2024-12-29 10:27:32.475
oyster,28.2,94.3,17.0,60.0,2024-12-29 10:27:37.597
oyster,28.2,94.0,18.0,61.0,2024-12-29 10:27:43.137
oyster,28.2,93.9,18.0,61.0,2024-12-29 10:27:48.347
oyster,28.2,93.6,18.0,62.0,2024-12-29 10:27:53.565
